TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
mouse chr15 B3.1|15 13.02 cM	mouse chr15 B3.1|15 13.02 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr11 A1|11 4.75 cM	mouse chr11 A1|11 4.75 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr11 D|11 63.41 cM	mouse chr11 D|11 63.41 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr13 D2.2|13 64.61 cM	mouse chr13 D2.2|13 64.61 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr4 C1|4 34.06 cM	mouse chr4 C1|4 34.06 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr1 H3|1 79.35 cM	mouse chr1 H3|1 79.35 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr10 B4|10 32.14 cM	mouse chr10 B4|10 32.14 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chrX E1|X	mouse chrX E1|X	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr7 B1|7 19.26 cM	mouse chr7 B1|7 19.26 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr2 H3|2 94.84 cM	mouse chr2 H3|2 94.84 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr17 B1|17 18.18 cM	mouse chr17 B1|17 18.18 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr11 A3.2|11	mouse chr11 A3.2|11	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr2 H4|2 103.72 cM	mouse chr2 H4|2 103.72 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr11 A3.2|11 14.1 cM	mouse chr11 A3.2|11 14.1 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr1 H6|1 97.11 cM	mouse chr1 H6|1 97.11 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr7 B3|7 30.6 cM	mouse chr7 B3|7 30.6 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr14 C2|14 27.98 cM	mouse chr14 C2|14 27.98 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr13 B3|13 33.26 cM	mouse chr13 B3|13 33.26 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr17 E4|17 52.25 cM	mouse chr17 E4|17 52.25 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr16 A3|16 11.19 cM	mouse chr16 A3|16 11.19 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr2 H3|2 87.22 cM	mouse chr2 H3|2 87.22 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr17 E3|17	mouse chr17 E3|17	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr1 H2.3|1 76.84 cM	mouse chr1 H2.3|1 76.84 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr1 C2|1 32.8 cM	mouse chr1 C2|1 32.8 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr19 A|19 5.44 cM	mouse chr19 A|19 5.44 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr1 H2.1|1 70.29 cM	mouse chr1 H2.1|1 70.29 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr17 A3.3|17 12.09 cM	mouse chr17 A3.3|17 12.09 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr16 A3|16 11.31 cM	mouse chr16 A3|16 11.31 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr13 C1|13 35.55 cM	mouse chr13 C1|13 35.55 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr10 B4|10 32.21 cM	mouse chr10 B4|10 32.21 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr11 E1|11 67.79 cM	mouse chr11 E1|11 67.79 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr1 C2|1 32.74 cM	mouse chr1 C2|1 32.74 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr2 F2|2 64.07 cM	mouse chr2 F2|2 64.07 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr5 E5|5 50.45 cM	mouse chr5 E5|5 50.45 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr17 A3.3|17 15.03 cM	mouse chr17 A3.3|17 15.03 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr9 A3|9 7.84 cM	mouse chr9 A3|9 7.84 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr10 11.1 cM|10 A4	mouse chr10 11.1 cM|10 A4	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr6 B2.3|6 23.82 cM	mouse chr6 B2.3|6 23.82 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr7 B3|7 30.56 cM	mouse chr7 B3|7 30.56 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr1 A3|1	mouse chr1 A3|1	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr3 G1|3 50.17 cM	mouse chr3 G1|3 50.17 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr11 C|11 50.23 cM	mouse chr11 C|11 50.23 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr18 A1|18 4.53 cM	mouse chr18 A1|18 4.53 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr8 C2|8	mouse chr8 C2|8	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr16 A3|16 11.63 cM	mouse chr16 A3|16 11.63 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr11 A4|11	mouse chr11 A4|11	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr4 C4|4 42.15 cM	mouse chr4 C4|4 42.15 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr7 F5|7 88.22 cM	mouse chr7 F5|7 88.22 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr10 B1|10 18.85 cM	mouse chr10 B1|10 18.85 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr17 B1|17 18.77 cM	mouse chr17 B1|17 18.77 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr14 B|14 20.81 cM	mouse chr14 B|14 20.81 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr1 D|1 47.76 cM	mouse chr1 D|1 47.76 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr1 C4|1 39.16 cM	mouse chr1 C4|1 39.16 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr8 B3.1|8 33.15 cM	mouse chr8 B3.1|8 33.15 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr13 C3|13 47.88 cM	mouse chr13 C3|13 47.88 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr7 A3|7 9.15 cM	mouse chr7 A3|7 9.15 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr1 F|1 62.54 cM	mouse chr1 F|1 62.54 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr14 C2|14	mouse chr14 C2|14	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr7 A1|7 7.73 cM	mouse chr7 A1|7 7.73 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr12 F1|12 61.03 cM	mouse chr12 F1|12 61.03 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr16 A3|16 11.69 cM	mouse chr16 A3|16 11.69 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr5 E3|5 47.29 cM	mouse chr5 E3|5 47.29 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr3 F2.2|3 45.88 cM	mouse chr3 F2.2|3 45.88 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr4 B3|4 31.87 cM	mouse chr4 B3|4 31.87 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr15 F2|15 56.97 cM	mouse chr15 F2|15 56.97 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr4 D3|4 68.01 cM	mouse chr4 D3|4 68.01 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr15 D3|15	mouse chr15 D3|15	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr4 C3|4	mouse chr4 C3|4	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr10 C1|10 43.7 cM	mouse chr10 C1|10 43.7 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr6 G1|6 65.77 cM	mouse chr6 G1|6 65.77 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr3 E1|3	mouse chr3 E1|3	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr8 A2|8 10.35 cM	mouse chr8 A2|8 10.35 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr5 E1|5 43.0 cM	mouse chr5 E1|5 43.0 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr13 B2|13 32.67 cM	mouse chr13 B2|13 32.67 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr4 A5|4 23.05 cM	mouse chr4 A5|4 23.05 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr16 A1|16 5.84 cM	mouse chr16 A1|16 5.84 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr6 E3|6 52.84 cM	mouse chr6 E3|6 52.84 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr4 E2|4 78.57 cM	mouse chr4 E2|4 78.57 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr6 B2.1|6	mouse chr6 B2.1|6	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr8 A4|8	mouse chr8 A4|8	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr1 C4|1 40.84 cM	mouse chr1 C4|1 40.84 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr14 E2.3|14 50.9 cM	mouse chr14 E2.3|14 50.9 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr2 G3|2 74.74 cM	mouse chr2 G3|2 74.74 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr12 F1|12 59.23 cM	mouse chr12 F1|12 59.23 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr9 C|9 38.58 cM	mouse chr9 C|9 38.58 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr3 F2.2|3 43.03 cM	mouse chr3 F2.2|3 43.03 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr4 D3|4 70.02 cM	mouse chr4 D3|4 70.02 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr7 B3|7 29.32 cM	mouse chr7 B3|7 29.32 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr11 B1.3|11 31.98 cM	mouse chr11 B1.3|11 31.98 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr11 A1|11 2.94 cM	mouse chr11 A1|11 2.94 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr11 A1|11 4.61 cM	mouse chr11 A1|11 4.61 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr12 A3|12	mouse chr12 A3|12	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr16 C3.3|16 46.92 cM	mouse chr16 C3.3|16 46.92 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr9 B|9 31.63 cM	mouse chr9 B|9 31.63 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr13 A2|13 6.05 cM	mouse chr13 A2|13 6.05 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr2 H1|2 78.4 cM	mouse chr2 H1|2 78.4 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr4 C6|4 45.6 cM	mouse chr4 C6|4 45.6 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr6 F1|6 55.86 cM	mouse chr6 F1|6 55.86 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr3 G3|3 63.04 cM	mouse chr3 G3|3 63.04 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr12 A2|12	mouse chr12 A2|12	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr14 B|14 19.4 cM	mouse chr14 B|14 19.4 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr13 D2.2|13	mouse chr13 D2.2|13	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr5 F|5 53.24 cM	mouse chr5 F|5 53.24 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr9 A5.2|9	mouse chr9 A5.2|9	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr7 C|7 34.37 cM	mouse chr7 C|7 34.37 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr7 A3|7 9.31 cM	mouse chr7 A3|7 9.31 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr3 D|3 28.58 cM	mouse chr3 D|3 28.58 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr7 B3|7 28.93 cM	mouse chr7 B3|7 28.93 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr16 A3|16 11.53 cM	mouse chr16 A3|16 11.53 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr4 D3|4 67.15 cM	mouse chr4 D3|4 67.15 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr9 F1|9 54.72 cM	mouse chr9 F1|9 54.72 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr6 E3|6 52.75 cM	mouse chr6 E3|6 52.75 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr15 B3.1|15 14.46 cM	mouse chr15 B3.1|15 14.46 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr9 E3.2|9 48.26 cM	mouse chr9 E3.2|9 48.26 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr3 H2|3	mouse chr3 H2|3	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr19 A|19 5.76 cM	mouse chr19 A|19 5.76 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr17 E4|17 56.9 cM	mouse chr17 E4|17 56.9 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr11 A2|11 9.41 cM	mouse chr11 A2|11 9.41 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr2 A3|2 12.9 cM	mouse chr2 A3|2 12.9 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr7 F5|7 87.93 cM	mouse chr7 F5|7 87.93 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr7 C|7 34.27 cM	mouse chr7 C|7 34.27 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr8 B2|8 29.8 cM	mouse chr8 B2|8 29.8 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr11 A3.2|11 14.22 cM	mouse chr11 A3.2|11 14.22 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr11 B1.3|11 31.97 cM	mouse chr11 B1.3|11 31.97 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr1 C5|1 44.07 cM	mouse chr1 C5|1 44.07 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr5 F|5 60.65 cM	mouse chr5 F|5 60.65 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr8 C4|8 44.25 cM	mouse chr8 C4|8 44.25 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr1 E4|1 57.91 cM	mouse chr1 E4|1 57.91 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr2 C3|2	mouse chr2 C3|2	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr10 B3|10 24.87 cM	mouse chr10 B3|10 24.87 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr19 A|19 7.16 cM	mouse chr19 A|19 7.16 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr7 A2|7	mouse chr7 A2|7	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr18 E3|18 52.38 cM	mouse chr18 E3|18 52.38 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr2 H1|2 76.94 cM	mouse chr2 H1|2 76.94 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr15 E2|15	mouse chr15 E2|15	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr17 A3.3|17 12.11 cM	mouse chr17 A3.3|17 12.11 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr1 B|1 13.22 cM	mouse chr1 B|1 13.22 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr6 B3|6 27.65 cM	mouse chr6 B3|6 27.65 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr1 H2.2|1 71.46 cM	mouse chr1 H2.2|1 71.46 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr16|16 C2	mouse chr16|16 C2	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr4 A2|4	mouse chr4 A2|4	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr13 A5|13 24.5 cM	mouse chr13 A5|13 24.5 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr5 F|5 63.67 cM	mouse chr5 F|5 63.67 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr2 E2|2 54.13 cM	mouse chr2 E2|2 54.13 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr13 A1|13	mouse chr13 A1|13	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr14 D1|14 34.6 cM	mouse chr14 D1|14 34.6 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr3 F2.2|3 46.45 cM	mouse chr3 F2.2|3 46.45 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr12 F2|12 62.65 cM	mouse chr12 F2|12 62.65 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr11 D|11 63.6 cM	mouse chr11 D|11 63.6 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr13 B1|13 27.68 cM	mouse chr13 B1|13 27.68 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr8|8 D2	mouse chr8|8 D2	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chrX A7.3|X 37.38 cM	mouse chrX A7.3|X 37.38 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr7 E1|7 53.86 cM	mouse chr7 E1|7 53.86 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr2 H4|2 97.89 cM	mouse chr2 H4|2 97.89 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr6 F3|6 63.53 cM	mouse chr6 F3|6 63.53 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr9 A3|9 7.7 cM	mouse chr9 A3|9 7.7 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr17 A3.3|17 12.08 cM	mouse chr17 A3.3|17 12.08 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr18 D3|18 32.15 cM	mouse chr18 D3|18 32.15 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr6 E3|6 52.73 cM	mouse chr6 E3|6 52.73 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr11 A3.1|11 12.92 cM	mouse chr11 A3.1|11 12.92 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr7 E2|7	mouse chr7 E2|7	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr3 G3|3 64.3 cM	mouse chr3 G3|3 64.3 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr7 F1|7 63.44 cM	mouse chr7 F1|7 63.44 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr5 F|5 55.38 cM	mouse chr5 F|5 55.38 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr15 F1|15 54.65 cM	mouse chr15 F1|15 54.65 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr5 55.99 cM|5 F	mouse chr5 55.99 cM|5 F	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chrX D|X 45.97 cM	mouse chrX D|X 45.97 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr3 F1|3 38.81 cM	mouse chr3 F1|3 38.81 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr3 F1|3 39.04 cM	mouse chr3 F1|3 39.04 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr10 C1|10 38.76 cM	mouse chr10 C1|10 38.76 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr1 E4|1 58.02 cM	mouse chr1 E4|1 58.02 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr17 D|17 29.08 cM	mouse chr17 D|17 29.08 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr1 A2|1	mouse chr1 A2|1	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr15 E1|15 38.58 cM	mouse chr15 E1|15 38.58 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chrX A1.1|X 3.45 cM	mouse chrX A1.1|X 3.45 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr7 B1|7 17.45 cM	mouse chr7 B1|7 17.45 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr1 E4|1 58.24 cM	mouse chr1 E4|1 58.24 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr16 A2|16 10.09 cM	mouse chr16 A2|16 10.09 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr3 F1|3 39.07 cM	mouse chr3 F1|3 39.07 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr9 F2|9 59.63 cM	mouse chr9 F2|9 59.63 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr2 C1.1|2 31.66 cM	mouse chr2 C1.1|2 31.66 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr17 C|17 22.9 cM	mouse chr17 C|17 22.9 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr4 D3|4 68.34 cM	mouse chr4 D3|4 68.34 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr1 A1|1 1.65 cM	mouse chr1 A1|1 1.65 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr6 F3|6 63.09 cM	mouse chr6 F3|6 63.09 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr7 E2|7 54.36 cM	mouse chr7 E2|7 54.36 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr7 A2|7 8.75 cM	mouse chr7 A2|7 8.75 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr4|4 C2	mouse chr4|4 C2	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr15 A1|15 1.84 cM	mouse chr15 A1|15 1.84 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr14 E5|14 65.86 cM	mouse chr14 E5|14 65.86 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr9 E3.1|9	mouse chr9 E3.1|9	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr5 B1|5 17.27 cM	mouse chr5 B1|5 17.27 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr9 E1|9	mouse chr9 E1|9	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr3 H2|3 71.03 cM	mouse chr3 H2|3 71.03 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr16 B2|16 21.41 cM	mouse chr16 B2|16 21.41 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr5 B1|5 17.33 cM	mouse chr5 B1|5 17.33 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr7 B3|7 29.19 cM	mouse chr7 B3|7 29.19 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr2 C1.3|2 39.13 cM	mouse chr2 C1.3|2 39.13 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr6 F2|6	mouse chr6 F2|6	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr17|17 E1.2	mouse chr17|17 E1.2	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr2 F1|2 63.29 cM	mouse chr2 F1|2 63.29 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr7 B3|7 29.07 cM	mouse chr7 B3|7 29.07 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr17 A1|17 8.72 cM	mouse chr17 A1|17 8.72 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr19 B|19 14.32 cM	mouse chr19 B|19 14.32 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr6 A3.3|6 12.57 cM	mouse chr6 A3.3|6 12.57 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr19 C3|19 38.8 cM	mouse chr19 C3|19 38.8 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr18 A1|18 6.15 cM	mouse chr18 A1|18 6.15 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr1 A3|1 4.5 cM	mouse chr1 A3|1 4.5 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr13 C3|13 45.5 cM	mouse chr13 C3|13 45.5 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chrX D|X 47.36 cM	mouse chrX D|X 47.36 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
